Timestamp,Residents,Apartment_Type,Temperature,Humidity,Water_Price,Period_Consumption_Index,Income_Level,Guests,Amenities,Appliance_Usage,Water_Consumption
01/10/2011 16,3,3BHK,28.46,52.55,2.33,1.29,Upper Middle,0,Jacuzzi,0.0,212.64
02/10/2011 00,4,2BHK,11.81,49.23,2.9,1.01,Upper Middle,0,Jacuzzi,0.0,155.12
02/10/2011 08,5,2BHK,24.72,59.5,2.24,1.28,Upper Middle,0,Jacuzzi,0.0,244.82
02/10/2011 16,2,1BHK,20.2,54.1,1.58,0.87,Middle,1,Jacuzzi,0.0,102.25
03/10/2011 00,5,2BHK,16.56,65.36,2.24,1.36,Upper Middle,0,Fountain,0.0,223.76
03/10/2011 08,1,Studio,16.44,34.07,1.79,1.29,Low,1,None,0.0,83.51
03/10/2011 16,4,2BHK,20.04,uwNwc,1.23,1.32,Middle,1,Jacuzzi,0.0,247.11
04/10/2011 00,5,Bungalow,32.72,56.63,1.88,1.4,Upper Middle,1,Swimming Pool,0.0,369.83
04/10/2011 08,4,2BHK,19.77,52.76,2.07,1.19,Upper Middle,0,Fountain,0.0,192.14
04/10/2011 16,3,2BHK,28.36,52.79,1.63,1.11,Upper Middle,0,None,0.0,138.22
05/10/2011 00,3,1BHK,18.9,47.21,1.16,1.29,Low,0,Garden,0.0,124.14
05/10/2011 08,2,1BHK,25.48,36.96,1.71,1.43,Low,0,None,,117.07
05/10/2011 16,3,Cottage,18.44,33.05,1.53,0.84,Middle,0,Garden,0.0,96.02
06/10/2011 00,4,Bungalow,23.44,51.1,2.91,1.23,Upper Middle,0,None,1.0,190.81
06/10/2011 08,4,Bungalow,14.21,55.9,2.7,1.25,Upper Middle,0,Garden,1.0,184.3
06/10/2011 16,2,1BHK,30.05,43.98,1.56,0.87,Middle,0,None,0.0,78.93
07/10/2011 00,2,1BHK,22.44,31.54,1.66,1.21,Middle,0,Garden,0.0,117.42
07/10/2011 08,1,,15.98,82.92,1.55,1.39,Low,0,None,0.0,53.57
07/10/2011 16,5,2BHK,20.8,50.04,1.3,1.8703565850730004,Middle,0,None,0.0,179.65
08/10/2011 00,3,Cottage,17.55,44.0,1.76,1.41,Middle,0,Garden,0.0,147.34
08/10/2011 08,3,3BHK,23.34,51.33,2.64,1.4,Upper Middle,0,None,1.0,202.23
08/10/2011 16,5,2BHK,13.7,59.64,1.51,1.14,Middle,1,Garden,0.0,188.36
09/10/2011 00,3,3BHK,30.05,49.34,2.34,1.36,Upper Middle,0,Fountain,0.0,221.62
09/10/2011 08,4,Bungalow,23.78,58.17,2.1,1.02,Rich,1,Fountain,0.0,233.2
09/10/2011 16,3,Cottage,33.67,46.13,1.51,1.02,Middle,0,Garden,0.0,121.24
10/10/2011 00,5,3BHK,16.2,53.28,2.84,1.41,Upper Middle,0,None,0.0,222.15
10/10/2011 08,5,3BHK,34.78,43.8,2.0,0.96,Rich,0,Swimming Pool,0.0,298.7
10/10/2011 16,2,1BHK,17.55,57.25,1.09,1.14,Middle,0,Garden,0.0,92.13
11/10/2011 00,3,Bungalow,16.64,45.94,2.15,1.23,,0,Swimming Pool,0.0,184.94
11/10/2011 08,3,Cottage,22.33,62.28,1.37,0.8,Middle,0,None,0.0,74.62
11/10/2011 16,3,1BHK,23.06,35.51,1.46,1.32,Low,1,None,0.0,158.43
12/10/2011 00,2,Cottage,30.94,40.64,1.14,1.14,Middle,0,Swimming Pool,0.0,141.37
12/10/2011 08,5,Bungalow,17.06,55.94,1.57,1.11,Upper Middle,0,Jacuzzi,0.0,211.5
12/10/2011 16,4,Bungalow,24.26,54.15,2.46,1.31,Upper Middle,0,None,0.0,177.54
13/10/2011 00,5,3BHK,33.26,61.5,1.84,1.28,Rich,0,Swimming Pool,0.0,353.54
13/10/2011 08,3,2BHK,,61.4,1.53,0.82,Middle,0,Fountain,0.0,95.92
13/10/2011 16,5,Bungalow,21.34,59.08,1.53,0.87,Upper Middle,0,Swimming Pool,0.0,174.29
14/10/2011 00,5,Bungalow,21.26,63.33,1.62,0.95,Upper Middle,1,Jacuzzi,0.0,213.94
14/10/2011 08,3,2BHK,29.85,60.92,2.75,0.9,Upper Middle,0,None,0.0,101.24
14/10/2011 16,3,Cottage,25.17,70.21,1.63,1.26,Middle,1,None,,134.45
15/10/2011 00,3,2BHK,10.89,74.12,1.55,1.36,Upper Middle,0,Jacuzzi,0.0,157.98
15/10/2011 08,3,Cottage,19.11,59.21,1.1,0.95,Middle,0,None,0.0,89.14
15/10/2011 16,1,Studio,19.12,43.91,1.29,1.17,Low,0,Garden,,65.57
16/10/2011 00,-66,Detached,15.82,45.16,2.74,1.31,Rich,0,Fountain,0.0,310.12
16/10/2011 08,5,Detached,22.07,66.65,2.71,1.42,Rich,0,Fountain,0.0,305.89
16/10/2011 16,2,Studio,18.16,49.49,1.57,1.2,Low,0,None,1.0,89.1
17/10/2011 00,2,1BHK,23.76,61.87,1.06,1.22,Middle,0,Garden,0.0,101.06
17/10/2011 08,2,Studio,34.5,49.33,1.72,1.13,Low,0,Garden,1.0,99.33
17/10/2011 16,5,2BHK,18.05,42.38,2.04,1.1,Upper Middle,0,None,0.0,181.29
18/10/2011 00,3,1BHK,33.24,44.23,1.59,1.1,Middle,1,Jacuzzi,0.0,187.33
18/10/2011 08,2,1BHK,28.44,74.82,1.13,1.13,Low,-1,None,0.0,74.97
18/10/2011 16,2,Studio,17.92,55.67,1.43,0.81,Low,0,Garden,0.0,52.77
19/10/2011 00,3,3BHK,28.58,63.28,1.96,0.93,Rich,0,None,0.0,136.84
19/10/2011 08,4,3BHK,14.29,65.46,1.67,1.0,Rich,0,Fountain,0.0,185.15
19/10/2011 16,2,Cottage,19.09,58.45,1.13,1.24,Middle,0,Swimming Pool,0.0,124.06
20/10/2011 00,5,Bungalow,23.27,46.62,2.32,1.3,Upper Middle,1,None,0.0,257.19
20/10/2011 08,4,2BHK,18.31,56.7,2.81,1.19,Upper Middle,0,None,0.0,148.85
20/10/2011 16,3,1BHK,22.96,70.01,1.02,0.96,Middle,0,None,0.0,86.03
21/10/2011 00,3,Bungalow,33.03,68.82,2.25,1.47,Upper Middle,0,None,,188.78
21/10/2011 08,5,Bungalow,27.6,46.11,1.95,1.43,Rich,0,Swimming Pool,0.0,383.53
21/10/2011 16,3,2BHK,10.3,65.34,1.1,1.41,Middle,0,None,1.0,148.92
22/10/2011 00,5,3BHK,19.11,69.15,2.92,1.49,Rich,0,Swimming Pool,0.0,329.14
22/10/2011 08,2,1BHK,22.35,70.34,1.48,1.22,Middle,0,Jacuzzi,0.0,108.95
22/10/2011 16,2,Cottage,28.89,61.76,1.03,0.86,Middle,0,Fountain,1.0,96.97
23/10/2011 00,3,2BHK,13.36,51.07,1.7,1.31,Middle,0,Swimming Pool,0.0,171.75
23/10/2011 08,3,1BHK,29.28,42.94,1.41,1.45,Middle,0,Garden,0.0,170.47
23/10/2011 16,3,2BHK,26.95,59.55,1.63,0.97,Middle,0,None,0.0,103.79
24/10/2011 00,3,2BHK,28.25,59.26,1.38,0.82,Middle,0,None,0.0,90.09
24/10/2011 08,3,1BHK,15.06,52.0,1.06,0.97,Middle,0,None,0.0,93.25
24/10/2011 16,3,1BHK,22.53,33.03,1.56,0.87,Middle,0,Garden,0.0,102.07
25/10/2011 00,3,1BHK,20.72,45.24,1.79,0.9,Low,0,Garden,0.0,85.84
25/10/2011 08,2,1BHK,31.49,40.8,1.61,1.12,Middle,1,None,0.0,125.78
25/10/2011 16,3,1BHK,10.93,53.65,1.61,1.13,Middle,0,Garden,0.0,105.33
26/10/2011 00,1,Studio,18.71,62.46,1.05,1.34,Low,0,Swimming Pool,0.0,82.34
26/10/2011 08,2,1BHK,19.09,49.32,1.08,0.84,Middle,1,Swimming Pool,1.0,124.32
26/10/2011 16,4,Bungalow,13.93,58.75,2.38,1.41,Upper Middle,0,Garden,0.0,178.74
27/10/2011 00,3,Cottage,11.92,53.81,1.18,1.0,Middle,0,Garden,0.0,95.82
27/10/2011 08,2,1BHK,26.06,25.65,1.43,0.96,Middle,0,None,0.0,95.08
27/10/2011 16,3,2BHK,13.29,52.71,1.25,1.36,Middle,0,Garden,0.0,146.19
28/10/2011 00,1,Studio,,41.36,1.15,2.0425347871882282,Low,0,None,0.0,84.87
28/10/2011 08,5,3BHK,10.22,56.56,1.62,0.8,Upper Middle,0,Swimming Pool,0.0,162.1
28/10/2011 16,4,Detached,21.94,68.01,1.95,1.3,Rich,0,Fountain,,249.19
29/10/2011 00,3,Cottage,23.82,56.04,1.45,0.93,Middle,0,None,0.0,91.75
29/10/2011 08,4,3BHK,23.3,52.51,2.7,0.99,Upper Middle,0,Jacuzzi,0.0,181.62
29/10/2011 16,5,,21.21,51.61,2.11,1.17,Rich,0,Swimming Pool,0.0,310.76
30/10/2011 00,3,3BHK,17.9,49.0,2.91,1.29,Upper Middle,0,Swimming Pool,0.0,201.65
30/10/2011 08,5,Detached,17.46,49.19,2.84,1.46,Rich,0,Fountain,1.0,388.83
30/10/2011 16,5,2BHK,33.81,46.13,1.88,1.24,Upper Middle,1,None,0.0,272.6
31/10/2011 00,3,1BHK,34.35,48.71,1.63,1.02,Middle,1,Jacuzzi,,169.84
31/10/2011 08,2,Studio,19.88,52.02,1.32,1.18,Low,0,None,0.0,76.67
31/10/2011 16,2,Cottage,13.62,65.46,1.17,0.6777594621717782,Middle,0,Garden,0.0,95.03
01/11/2011 00,3,3BHK,18.24,48.05,2.71,1.05,Rich,0,Garden,,159.97
01/11/2011 08,2,1BHK,12.85,59.4,1.06,1.41,Middle,0,Garden,0.0,107.72
01/11/2011 16,-99,3BHK,19.01,46.17,2.06,1.35,Upper Middle,0,None,,174.28
02/11/2011 00,3,Cottage,17.65,39.62,1.51,1.28,Middle,0,Garden,0.0,139.06
02/11/2011 08,5,Bungalow,10.55,38.32,1.89,0.99,Upper Middle,0,None,0.0,158.18
02/11/2011 16,4,Detached,30.02,39.92,2.77,1.14,Rich,0,Swimming Pool,0.0,292.59
03/11/2011 00,3,2BHK,30.92,33.35,2.59,1.36,Upper Middle,0,Swimming Pool,0.0,241.97
03/11/2011 08,1,Studio,27.0,64.02,1.67,1.09,Low,1,Fountain,0.0,76.53
03/11/2011 16,3,1BHK,15.12,54.69,1.38,1.05,Low,0,None,,87.36
04/11/2011 00,4,3BHK,15.26,67.71,2.7,1.4,Upper Middle,0,None,0.0,171.56
04/11/2011 08,5,3BHK,24.37,45.17,1.53,1.37,Rich,1,Garden,0.0,389.3
04/11/2011 16,3,Bungalow,21.17,44.77,2.65,0.6773227068964927,Upper Middle,1,None,0.0,184.41
05/11/2011 00,4,Bungalow,18.46,67.13,2.98,1.48,Upper Middle,0,None,0.0,169.21
05/11/2011 08,4,2BHK,15.25,79.7,1.46,1.01,Middle,1,Garden,0.0,126.1
05/11/2011 16,4,2BHK,19.1,41.61,1.59,2.0384201088127183,Middle,0,Garden,0.0,193.13
06/11/2011 00,3,Cottage,26.98,59.81,1.58,1.42,Middle,0,None,0.0,138.88
06/11/2011 08,4,Bungalow,17.17,54.36,2.67,1.41,Upper Middle,1,None,0.0,213.65
06/11/2011 16,5,Bungalow,33.93,47.58,2.78,0.81,Upper Middle,0,None,1.0,161.05
07/11/2011 00,2,Cottage,33.52,45.44,1.76,1.05,Middle,0,Garden,0.0,101.5
07/11/2011 08,5,2BHK,20.36,64.04,1.55,1.3,Middle,1,Fountain,0.0,252.88
07/11/2011 16,4,2BHK,12.48,79.27,2.62,0.82,Upper Middle,0,Jacuzzi,1.0,118.21
08/11/2011 00,5,Detached,15.9,61.01,1.82,1.16,Rich,0,Jacuzzi,0.0,267.94
08/11/2011 08,5,2BHK,22.1,54.67,2.04,1.06,Upper Middle,0,Jacuzzi,0.0,206.71
08/11/2011 16,3,1BHK,22.95,49.81,1.4,1.15,Middle,0,None,0.0,117.38
09/11/2011 00,2,Studio,34.89,36.74,1.11,1.39,Low,1,Garden,0.0,143.77
09/11/2011 08,-77,2BHK,25.17,36.15,1.32,0.89,Middle,0,None,0.0,151.86
09/11/2011 16,4,3BHK,29.41,50.93,2.98,1.29,Upper Middle,0,Garden,1.0,239.09
10/11/2011 00,3,,26.6,57.31,1.52,1.39,Low,0,None,1.0,143.22
10/11/2011 08,2,1BHK,33.68,47.27,1.3,0.87,Middle,0,Garden,0.0,84.69
10/11/2011 16,4,2BHK,22.92,46.18,1.62,1.38,Upper Middle,0,Swimming Pool,1.0,304.21
11/11/2011 00,3,2BHK,18.85,63.14,1.14,0.89,Middle,1,None,1.0,122.66
11/11/2011 08,3,1BHK,30.61,56.84,1.67,1.47,Middle,0,None,1.0,171.96
11/11/2011 16,3,2BHK,14.79,58.12,1.15,0.99,Middle,0,None,0.0,99.26
12/11/2011 00,5,3BHK,23.8,69.06,1.81,1.37,Upper Middle,0,Garden,0.0,227.75
12/11/2011 08,5,3BHK,13.07,44.48,2.94,1.2,Upper Middle,0,Garden,0.0,204.36
12/11/2011 16,3,2BHK,15.0,61.2,1.8,1.11,,0,None,0.0,105.75
13/11/2011 00,3,Cottage,21.92,33.24,1.73,0.82,Middle,1,Jacuzzi,0.0,135.78
13/11/2011 08,4,Bungalow,17.47,36.45,2.34,1.18,Upper Middle,1,None,1.0,235.37
13/11/2011 16,5,Bungalow,10.16,63.06,2.19,1.38,Upper Middle,0,None,0.0,182.99
14/11/2011 00,5,2BHK,17.79,54.4,1.43,1.11,Middle,1,Garden,0.0,198.65
14/11/2011 08,-77,Bungalow,19.54,51.64,1.56,1.04,Upper Middle,0,Jacuzzi,1.0,207.85
14/11/2011 16,5,3BHK,21.23,63.8,1.95,0.83,Upper Middle,0,None,0.0,132.96
15/11/2011 00,5,Detached,27.53,43.86,-11.0,1.36,Rich,1,Swimming Pool,0.0,491.98
15/11/2011 08,3,1BHK,14.94,66.57,1.36,1.48,Low,0,Garden,1.0,136.36
15/11/2011 16,4,2BHK,18.54,57.68,1.58,0.6172107296709444,Upper Middle,0,None,0.0,168.18
16/11/2011 00,2,1BHK,19.29,44.14,1.18,0.96,Middle,0,Fountain,1.0,113.11
16/11/2011 08,4,3BHK,29.13,48.7,2.17,1.42,Upper Middle,0,Swimming Pool,0.0,298.15
16/11/2011 16,3,1BHK,17.23,@Fc0&,1.27,1.27,Low,0,None,0.0,107.51
17/11/2011 00,4,3BHK,34.76,45.65,2.5,1.01,Upper Middle,0,Garden,0.0,179.48
17/11/2011 08,2,Studio,30.63,58.08,1.33,1.1,Low,0,None,0.0,75.23
17/11/2011 16,2,,30.02,65.33,1.48,1.4,Low,0,None,0.0,99.18
18/11/2011 00,3,2BHK,10.72,47.69,2.33,1.16,Upper Middle,0,Garden,0.0,130.58
18/11/2011 08,3,Bungalow,34.85,56.35,1.77,0.87,Rich,-1,Swimming Pool,0.0,170.42
18/11/2011 16,4,2BHK,27.01,54.97,1.2,1.0,Middle,0,None,1.0,153.47
19/11/2011 00,4,,12.59,58.27,2.1,1.4,Upper Middle,0,Swimming Pool,0.0,221.22
19/11/2011 08,2,Cottage,23.17,54.16,1.19,1.43,Middle,1,None,1.0,161.44
19/11/2011 16,3,3BHK,16.51,49.83,1.8,1.35,Rich,1,Jacuzzi,0.0,299.81
20/11/2011 00,5,3BHK,17.09,45.72,2.95,0.96,Rich,0,Fountain,1.0,261.02
20/11/2011 08,2,Cottage,31.5,58.3,1.76,0.86,Middle,0,Jacuzzi,0.0,88.98
20/11/2011 16,1,Studio,23.28,57.08,1.02,1.11,Low,0,None,1.0,65.45
21/11/2011 00,4,Detached,24.67,54.82,2.08,1.39,Rich,0,Swimming Pool,0.0,321.1
21/11/2011 08,3,1BHK,19.31,63.57,1.6,1.31,Middle,0,Garden,0.0,122.27
21/11/2011 16,5,2BHK,15.62,51.58,2.96,0.91,Upper Middle,0,Fountain,0.0,156.95
22/11/2011 00,3,Bungalow,24.85,54.33,1.78,1.24,Upper Middle,0,None,0.0,147.45
22/11/2011 08,2,1BHK,12.1,60.89,1.02,1.25,Vr_|_,-1,None,0.0,80.92
22/11/2011 16,3,2BHK,17.49,57.07,1.17,1.45,Middle,0,None,,172.78
23/11/2011 00,3,1BHK,18.94,64.05,1.11,1.38,Middle,1,None,,150.21
23/11/2011 08,3,2BHK,25.07,43.76,2.2,1.18,Upper Middle,1,Jacuzzi,1.0,255.51
23/11/2011 16,2,1BHK,15.21,68.6,1.28,1.42,Middle,0,None,0.0,97.47
24/11/2011 00,3,Cottage,33.83,73.61,1.74,0.89,U-G&@,0,None,0.0,81.54
24/11/2011 08,4,3BHK,27.46,41.51,2.91,0.97,Upper Middle,0,Jacuzzi,1.0,224.81
24/11/2011 16,4,2BHK,23.91,56.7,1.58,0.88,Upper Middle,0,None,1.0,141.36
25/11/2011 00,3,1BHK,30.78,57.94,1.42,1.42,Middle,1,None,0.0,175.29
25/11/2011 08,2,1BHK,17.96,57.63,1.01,1.34,Middle,0,Garden,0.0,109.02
25/11/2011 16,3,Detached,22.12,50.26,1.83,0.89,Rich,-1,None,0.0,137.9
26/11/2011 00,3,Detached,26.16,57.42,2.38,1.09,Rich,1,Fountain,0.0,230.69
26/11/2011 08,2,Studio,30.55,39.09,1.05,1.49,Low,0,None,1.0,133.88
26/11/2011 16,3,3BHK,33.5,59.05,2.09,0.84,Upper Middle,0,Fountain,,154.27
27/11/2011 00,4,Bungalow,18.77,46.04,1.65,1.46,wl=aI,1,Swimming Pool,0.0,325.74
27/11/2011 08,3,1BHK,11.98,50.71,1.28,1.2,Low,0,None,0.0,100.15
27/11/2011 16,4,3BHK,33.86,33.05,2.31,1.19,Rich,1,None,0.0,311.07
28/11/2011 00,2,1BHK,24.01,48.11,1.37,0.86,Low,0,None,0.0,66.29
28/11/2011 08,3,1BHK,22.95,52.08,1.48,0.89,Middle,0,Swimming Pool,0.0,116.32
28/11/2011 16,3,1BHK,28.99,51.58,1.35,1.28,Low,1,Garden,1.0,177.23
29/11/2011 00,4,Bungalow,33.34,48.34,2.62,0.85,Rich,1,Swimming Pool,0.0,235.19
29/11/2011 08,2,Cottage,17.9,39.46,1.51,1.34,Middle,0,None,1.0,131.15
29/11/2011 16,4,2BHK,16.27,54.98,1.13,1.14,Middle,0,Swimming Pool,0.0,182.27
30/11/2011 00,1,Studio,26.83,57.63,1.42,0.82,Low,0,None,0.0,42.3
30/11/2011 08,3,1BHK,31.58,38.78,1.11,0.9,Middle,0,None,,107.1
30/11/2011 16,5,3BHK,16.22,59.05,2.2,0.97,Upper Middle,1,Garden,1.0,219.33
01/12/2011 00,3,1BHK,16.07,65.27,1.07,1.36,Middle,1,None,0.0,143.6
01/12/2011 08,3,Bungalow,18.23,49.52,1.72,1.22,Upper Middle,0,None,0.0,142.39
01/12/2011 16,5,2BHK,20.65,49.64,2.34,1.34,Upper Middle,0,Jacuzzi,0.0,264.54
02/12/2011 00,1,Studio,11.19,56.45,1.45,1.18,Low,1,None,0.0,64.05
02/12/2011 08,5,3BHK,10.28,42.87,2.54,1.26,Rich,1,None,0.0,290.12
02/12/2011 16,3,Bungalow,21.45,70.16,2.0,1.26,Upper Middle,0,Swimming Pool,0.0,167.39
03/12/2011 00,4,Bungalow,29.34,36.17,2.01,0.84,Upper Middle,0,Fountain,0.0,163.32
03/12/2011 08,3,2BHK,33.35,47.49,1.07,1.15,Middle,0,Garden,0.0,151.99
03/12/2011 16,4,3BHK,17.88,59.26,2.09,1.25,Rich,0,Fountain,0.0,244.08
04/12/2011 00,5,3BHK,15.36,63.09,2.37,1.22,Upper Middle,0,Swimming Pool,1.0,272.03
04/12/2011 08,5,3BHK,34.9,48.62,2.36,1.03,Upper Middle,-1,Swimming Pool,0.0,258.69
04/12/2011 16,2,Studio,16.64,55.05,1.19,1.41,,0,None,0.0,88.22
05/12/2011 00,3,Bungalow,16.27,39.17,2.84,1.13,Upper Middle,0,Jacuzzi,0.0,163.51
05/12/2011 08,3,2BHK,,55.65,1.35,1.18,Middle,0,None,0.0,133.92
05/12/2011 16,4,2BHK,18.44,49.46,1.49,1.04,Middle,0,None,0.0,132.21
06/12/2011 00,5,3BHK,18.13,55.49,1.73,1.41,Upper Middle,0,Fountain,0.0,283.58
06/12/2011 08,3,3BHK,18.82,46.95,1.74,1.42,Upper Middle,0,None,0.0,185.37
06/12/2011 16,2,1BHK,15.96,46.25,-22.0,1.02,Low,1,None,0.0,89.97
07/12/2011 00,1,Studio,22.58,46.11,-77.0,1.49,Low,0,None,0.0,80.97
07/12/2011 08,3,1BHK,11.23,64.72,1.48,1.27,Low,0,None,0.0,94.46
07/12/2011 16,2,Studio,29.98,60.42,1.13,1.04,Low,1,None,,83.78
08/12/2011 00,2,1BHK,18.97,49.99,1.27,2.1013236725761604,Low,0,None,0.0,109.29
08/12/2011 08,4,Detached,18.39,59.38,2.16,1.17,Rich,0,None,0.0,190.46
08/12/2011 16,3,1BHK,32.31,69.79,1.25,1.43,Middle,0,Fountain,0.0,164.5
09/12/2011 00,5,3BHK,28.04,59.74,2.86,0.9,Upper Middle,1,Fountain,0.0,214.35
09/12/2011 08,2,Studio,25.8,57.35,1.04,0.93,Low,0,None,1.0,71.77
09/12/2011 16,2,Cottage,33.31,42.91,1.2,0.86,Middle,0,Jacuzzi,0.0,102.59
10/12/2011 00,2,Cottage,18.2,69.18,1.42,1.14,,0,Fountain,0.0,95.95
10/12/2011 08,3,1BHK,21.31,38.27,1.76,1.05,Middle,0,Fountain,0.0,134.72
10/12/2011 16,3,3BHK,11.09,76.14,2.96,0.98,Rich,0,Fountain,1.0,147.59
11/12/2011 00,3,1BHK,23.54,41.05,1.09,1.45,Middle,0,Garden,0.0,167.72
11/12/2011 08,4,Bungalow,17.27,52.96,2.8,0.95,Upper Middle,1,None,0.0,144.29
11/12/2011 16,5,Bungalow,20.93,33.67,1.95,0.85,f^:K#,1,None,0.0,181.32
12/12/2011 00,5,2BHK,11.42,46.41,2.15,1.17,Upper Middle,1,None,0.0,210.98
12/12/2011 08,5,Detached,12.33,51.99,1.57,1.42,Rich,0,Jacuzzi,0.0,344.02
12/12/2011 16,4,2BHK,19.76,45.31,1.6,1.07,Upper Middle,0,Fountain,,185.82
13/12/2011 00,3,2BHK,34.93,69.22,1.4,0.98,Middle,1,None,0.0,126.65
13/12/2011 08,3,3BHK,23.39,34.43,2.65,0.93,Upper Middle,1,Fountain,0.0,187.08
13/12/2011 16,4,3BHK,25.42,53.33,2.98,1.2,Upper Middle,0,None,0.0,174.9
14/12/2011 00,2,1BHK,30.48,60.06,1.58,0.96,nl*Ed,1,Fountain,1.0,130.78
14/12/2011 08,3,,26.57,57.67,2.75,1.07,Upper Middle,1,None,0.0,144.82
14/12/2011 16,5,3BHK,30.93,47.68,2.55,1.24,Rich,0,Garden,1.0,331.89
15/12/2011 00,2,Cottage,18.83,71.01,1.36,1.37,Middle,1,Fountain,0.0,137.13
15/12/2011 08,3,3BHK,12.31,55.05,2.78,1.36,Upper Middle,0,Fountain,0.0,180.93
15/12/2011 16,3,Bungalow,15.76,61.68,2.21,1.1,Upper Middle,0,None,0.0,113.11
16/12/2011 00,3,,27.77,41.25,1.45,1.12,Middle,0,None,0.0,125.61
16/12/2011 08,4,Bungalow,20.56,56.95,2.15,1.44,:`~O],1,None,0.0,227.0
16/12/2011 16,2,1BHK,18.86,48.7,1.52,1.16,Middle,0,Garden,0.0,98.69
17/12/2011 00,5,2BHK,22.64,T%&LE,1.68,0.96,$W2*#,0,Fountain,0.0,176.69
17/12/2011 08,2,Cottage,15.65,61.65,1.03,1.28,Middle,1,Jacuzzi,0.0,141.07
17/12/2011 16,3,1BHK,20.36,71.85,1.06,1.38,Middle,0,None,0.0,119.59
18/12/2011 00,3,2BHK,29.69,55.98,1.21,0.97,Middle,0,Jacuzzi,0.0,139.21
18/12/2011 08,3,Bungalow,29.1,53.3,2.61,1.1,Upper Middle,1,Fountain,0.0,188.1
18/12/2011 16,4,2BHK,18.14,58.63,1.55,1.41,Middle,1,None,0.0,200.9
19/12/2011 00,1,Studio,20.76,76.81,1.62,0.28888101935963384,Low,1,None,0.0,46.29
19/12/2011 08,4,Detached,15.14,49.63,1.77,1.37,Rich,1,Fountain,1.0,392.21
19/12/2011 16,5,3BHK,10.6,N/52T,2.41,1.12,Rich,1,Garden,0.0,249.67
20/12/2011 00,3,Bungalow,21.02,51.52,2.15,0.87,Upper Middle,0,Garden,1.0,121.16
20/12/2011 08,2,1BHK,25.61,62.01,1.11,1.43,Middle,1,Garden,0.0,143.09
20/12/2011 16,3,2BHK,15.93,52.74,1.1,1.1,Middle,0,Garden,1.0,140.1
21/12/2011 00,3,3BHK,11.89,49.37,2.82,1.46,Upper Middle,0,Swimming Pool,0.0,216.82
21/12/2011 08,2,1BHK,21.0,59.38,1.72,1.41,Middle,0,None,1.0,122.37
21/12/2011 16,5,2BHK,26.06,32.59,2.28,1.03,Upper Middle,1,Jacuzzi,0.0,284.43
22/12/2011 00,2,1BHK,17.44,60.29,1.18,0.86,Middle,0,Swimming Pool,0.0,84.2
22/12/2011 08,3,1BHK,13.67,70.38,1.36,1.01,Middle,0,None,0.0,82.72
22/12/2011 16,1,Studio,25.03,45.89,1.7,0.96,Low,1,Garden,0.0,65.24
23/12/2011 00,3,Cottage,15.27,41.23,1.31,1.22,Middle,1,Garden,0.0,155.99
23/12/2011 08,4,3BHK,34.92,40.45,1.74,0.99,Upper Middle,0,Swimming Pool,0.0,234.51
23/12/2011 16,4,2BHK,26.48,44.05,1.53,0.81,Upper Middle,0,Garden,0.0,131.95
24/12/2011 00,2,Cottage,21.13,54.52,1.67,1.35,Middle,0,Swimming Pool,1.0,158.59
24/12/2011 08,3,3BHK,27.77,41.94,2.2,0.82,Rich,0,Jacuzzi,0.0,172.34
24/12/2011 16,2,1BHK,25.08,39.37,1.12,0.87,Middle,0,Garden,0.0,83.9
25/12/2011 00,3,1BHK,26.67,33.24,1.11,1.13,Middle,0,Jacuzzi,0.0,166.78
25/12/2011 08,3,2BHK,22.28,73.6,2.48,1.21,Upper Middle,0,Fountain,0.0,141.69
25/12/2011 16,2,1BHK,12.04,56.68,1.54,1.03,Low,0,None,0.0,66.58
26/12/2011 00,5,2BHK,21.92,48.77,1.49,1.49,Middle,0,None,1.0,260.18
26/12/2011 08,2,Cottage,18.86,47.44,1.64,1.11,Middle,1,Swimming Pool,0.0,116.42
26/12/2011 16,3,Cottage,33.88,48.62,1.55,1.06,,-1,Swimming Pool,0.0,153.43
27/12/2011 00,3,1BHK,22.2,44.74,1.16,1.26,Low,0,Swimming Pool,0.0,156.39
27/12/2011 08,4,3BHK,11.51,46.73,2.94,0.95,Upper Middle,1,Jacuzzi,1.0,222.67
27/12/2011 16,3,1BHK,31.49,51.6,-88.0,1.45,Middle,0,Fountain,0.0,190.53
28/12/2011 00,4,2BHK,27.79,61.97,1.33,1.21,Middle,0,None,0.0,153.75
28/12/2011 08,2,1BHK,18.98,62.08,1.63,0.99,Middle,0,Garden,0.0,76.13
28/12/2011 16,3,,25.39,46.82,2.96,1.39,Upper Middle,1,None,0.0,197.12
29/12/2011 00,3,Detached,28.02,41.06,2.63,1.2,Rich,0,Jacuzzi,0.0,246.79
29/12/2011 08,5,3BHK,19.87,55.81,2.15,1.39,Upper Middle,0,Fountain,1.0,318.47
29/12/2011 16,3,2BHK,18.93,53.97,2.15,0.9,Upper Middle,0,Fountain,1.0,139.35
30/12/2011 00,2,Cottage,10.76,46.69,1.03,1.18,Middle,0,Garden,1.0,111.79
30/12/2011 08,3,2BHK,29.02,58.88,1.51,0.98,Middle,0,None,,107.62
30/12/2011 16,4,2BHK,14.84,59.54,1.61,1.43,Upper Middle,0,Swimming Pool,1.0,270.38
31/12/2011 00,3,2BHK,19.75,54.61,1.31,1.04,,0,Garden,0.0,115.68
